instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
1551873,6062,LICNETFGSC,LICNAMC - LICNMFET,0,,0,0.01,1,EQ,NSE,NSE
1552897,6066,ATGL,ADANI TOTAL GAS,0,,0,0.05,1,EQ,NSE,NSE
1553409,6068,AIROLAM,AIRO LAM,0,,0,0.01,1,EQ,NSE,NSE
1568001,6125,GOODLUCK,GOODLUCK INDIA,0,,0,0.05,1,EQ,NSE,NSE
1572097,6141,PANSARI,PANSARI DEVELOPERS,0,,0,0.01,1,EQ,NSE,NSE
1577985,6164,BHAGCHEM,BHAGIRADHA CHEM & INDS L,0,,0,0.05,1,EQ,NSE,NSE
1586689,6198,FCL,FINEOTEX CHEMICAL,0,,0,0.05,1,EQ,NSE,NSE
1591297,6216,CAMLINFINE,CAMLIN FINE SCIENCES,0,,0,0.01,1,EQ,NSE,NSE
1591809,6218,SIKKO,SIKKO INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
1594113,6227,DTIL,DHUNSERI TEA & IND.,0,,0,0.05,1,EQ,NSE,NSE
1595393,6232,3IINFOLTD,3I INFOTECH,0,,0,0.01,1,EQ,NSE,NSE
1603073,6262,SELMC,SEL MANUFACTURING CO,0,,0,0.01,1,EQ,NSE,NSE
1607169,6278,MEDICAMEQ,MEDICAMEN BIOTECH,0,,0,0.05,1,EQ,NSE,NSE
1609217,6286,GULPOLY,GULSHAN POLYOLS,0,,0,0.01,1,EQ,NSE,NSE
1612033,6297,HEALTHY,BIRLASLAMC - HEALTHY,0,,0,0.01,1,EQ,NSE,NSE
1613313,6302,APOLSINHOT,APOLLO SINDOORI HOTEL,0,,0,0.05,1,EQ,NSE,NSE
1629185,6364,NATIONALUM,NATIONAL ALUMINIUM CO,0,,0,0.01,1,EQ,NSE,NSE
1634561,6385,CCHHL,COUNTRY CLUB HOSP HOL,0,,0,0.01,1,EQ,NSE,NSE
1644033,6422,MANORG,MANGALAM ORGANICS,0,,0,0.05,1,EQ,NSE,NSE
1649921,6445,TECHNOE,TECHNO ELEC & ENG CO.,0,,0,0.05,1,EQ,NSE,NSE
1654273,6462,TECH,BIRLASLAMC - TECH,0,,0,0.01,1,EQ,NSE,NSE
1675009,6543,GRPLTD,GRP,0,,0,0.05,1,EQ,NSE,NSE
1675521,6545,NYKAA,FSN E COMMERCE VENTURES,0,,0,0.01,1,EQ,NSE,NSE
1681409,6568,LAXMICOT,LAXMI COTSPIN,0,,0,0.01,1,EQ,NSE,NSE
1684225,6579,FINOPB,FINO PAYMENTS BANK,0,,0,0.05,1,EQ,NSE,NSE
1688577,6596,SONATSOFTW,SONATA SOFTWARE,0,,0,0.05,1,EQ,NSE,NSE
1689601,6600,GENUSPAPER,GENUS P&B,0,,0,0.01,1,EQ,NSE,NSE
1700609,6643,SJS,SJS ENTERPRISES,0,,0,0.05,1,EQ,NSE,NSE
1703937,6656,POLICYBZR,PB FINTECH,0,,0,0.05,1,EQ,NSE,NSE
1705729,6663,SIGACHI,SIGACHI INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
1708289,6673,FOODSIN,FOODS & INNS,0,,0,0.01,1,EQ,NSE,NSE
1716481,6705,PAYTM,ONE 97 COMMUNICATIONS,0,,0,0.05,1,EQ,NSE,NSE
1718017,6711,IVC,IL&FS INVESTMENT MANAGERS,0,,0,0.01,1,EQ,NSE,NSE
1718529,6713,MOLDTKPAC,MOLD-TEK PACKAGING,0,,0,0.05,1,EQ,NSE,NSE
1719809,6718,SAPPHIRE,SAPPHIRE FOODS INDIA,0,,0,0.05,1,EQ,NSE,NSE
1723649,6733,JINDALSTEL,JINDAL STEEL & POWER,0,,0,0.05,1,EQ,NSE,NSE
1736193,6782,NIPPOBATRY,INDO-NATIONAL,0,,0,0.05,1,EQ,NSE,NSE
1738753,6792,SBC,SBC EXPORTS,0,,0,0.01,1,EQ,NSE,NSE
1741569,6803,STEELCAS,STEELCAST,0,,0,0.05,1,EQ,NSE,NSE
1745409,6818,LATENTVIEW,LATENT VIEW ANALYTICS,0,,0,0.05,1,EQ,NSE,NSE
1750017,6836,FOCUS,FOCUS LIGHTG & FIXTRS,0,,0,0.01,1,EQ,NSE,NSE
1751809,6843,SMLT,SARTHAK METALS,0,,0,0.01,1,EQ,NSE,NSE
1753089,6848,GREENLAM,GREENLAM INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
1755649,6858,DHRUV,DHRUV CONSULTANCY SER,0,,0,0.01,1,EQ,NSE,NSE
1756929,6863,BAJAJHCARE,BAJAJ HEALTHCARE,0,,0,0.05,1,EQ,NSE,NSE
1768449,6908,VISHNU,VISHNU CHEMICALS,0,,0,0.05,1,EQ,NSE,NSE
1769729,6913,RPPL,RAJSHREE POLYPACK,0,,0,0.01,1,EQ,NSE,NSE
1777409,6943,TARSONS,TARSONS PRODUCTS,0,,0,0.05,1,EQ,NSE,NSE
1777665,6944,GANECOS,GANESHA ECOSPHERE,0,,0,0.05,1,EQ,NSE,NSE
1779457,6951,LINC,LINC,0,,0,0.01,1,EQ,NSE,NSE
1782017,6961,MENONBE,MENON BEARINGS,0,,0,0.01,1,EQ,NSE,NSE
1782785,6964,GOCOLORS,GO FASHION INDIA,0,,0,0.05,1,EQ,NSE,NSE
1790465,6994,BSOFT,BIRLASOFT,0,,0,0.05,1,EQ,NSE,NSE
1796097,7016,SHIVALIK,SHIVALIK RASAYAN,0,,0,0.05,1,EQ,NSE,NSE
1799681,7030,ASIANENE,ASIAN ENERGY SERVICES,0,,0,0.05,1,EQ,NSE,NSE
1804289,7048,HESTERBIO,HESTER BIOSCIENCES,0,,0,0.05,1,EQ,NSE,NSE
1805569,7053,ACCELYA,ACCELYA SOLN INDIA,0,,0,0.05,1,EQ,NSE,NSE
1810945,7074,MAHKTECH,MIRAEAMC - MAHKTECH,0,,0,0.01,1,EQ,NSE,NSE
1813249,7083,STARHEALTH,STAR HEALTH & AL INS CO L,0,,0,0.05,1,EQ,NSE,NSE
1818881,7105,TEGA,TEGA INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
1819905,7109,JMA,JULLUNDUR MOT AGENCY,0,,0,0.01,1,EQ,NSE,NSE
1825025,7129,ZODIAC,ZODIAC ENERGY,0,,0,0.05,1,EQ,NSE,NSE
1829121,7145,ANANDRATHI,ANAND RATHI WEALTH,0,,0,0.05,1,EQ,NSE,NSE
1835265,7169,MICEL,MIC ELECTRONICS,0,,0,0.01,1,EQ,NSE,NSE
1837313,7177,RATEGAIN,RATEGAIN TRAVEL TECHN,0,,0,0.05,1,EQ,NSE,NSE
1843201,7200,SHRIRAMPPS,SHRIRAM PROPERTIES,0,,0,0.01,1,EQ,NSE,NSE
1850113,7227,MAPMYINDIA,C.E. INFO SYSTEMS,0,,0,0.05,1,EQ,NSE,NSE
1850625,7229,HCLTECH,HCL TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
1853953,7242,METROBRAND,METRO BRANDS,0,,0,0.05,1,EQ,NSE,NSE
1857025,7254,MEDPLUS,MEDPLUS HEALTH SERV,0,,0,0.05,1,EQ,NSE,NSE
1862657,7276,UDAICEMENT,UDAIPUR CEMENT WORKS,0,,0,0.01,1,EQ,NSE,NSE
1865473,7287,JTLIND,JTL INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
1875201,7325,DCMSRIND,DCM SHRIRAM IND,0,,0,0.01,1,EQ,NSE,NSE
1878785,7339,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,0,,0,0.01,1,EQ,NSE,NSE
1883649,7358,DATAPATTNS,DATA PATTERNS INDIA,0,,0,0.05,1,EQ,NSE,NSE
1887745,7374,STAR,STRIDES PHARMA SCI,0,,0,0.05,1,EQ,NSE,NSE
1888257,7376,HPAL,HP ADHESIVES,0,,0,0.01,1,EQ,NSE,NSE
1891841,7390,SUPRIYA,SUPRIYA LIFESCIENCE,0,,0,0.05,1,EQ,NSE,NSE
1894657,7401,RAJESHEXPO,RAJESH EXPORTS,0,,0,0.01,1,EQ,NSE,NSE
1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,0,,0,0.05,1,EQ,NSE,NSE
1897473,7412,ALPHA,KOTAKMAMC - KOTAKALPHA,0,,0,0.01,1,EQ,NSE,NSE
1899521,7420,MANAKALUCO,MANAK ALUMINIUM CO.,0,,0,0.01,1,EQ,NSE,NSE
1900033,7422,MONQ50,MOTILALAMC - MONQ50,0,,0,0.01,1,EQ,NSE,NSE
1908993,7457,HAVISHA,SRI HAVISHA HOSP & INFR L,0,,0,0.01,1,EQ,NSE,NSE
1910529,7463,MANAKSTEEL,MANAKSIA STEELS,0,,0,0.01,1,EQ,NSE,NSE
1921537,7506,WOCKPHARMA,WOCKHARDT,0,,0,0.05,1,EQ,NSE,NSE
1922049,7508,ZENTEC,ZEN TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
1924609,7518,TREJHARA,TREJHARA SOLUTIONS,0,,0,0.01,1,EQ,NSE,NSE
1933569,7553,NRBBEARING,NRB BEARING,0,,0,0.05,1,EQ,NSE,NSE
1946369,7603,CMSINFO,CMS INFO SYSTEMS,0,,0,0.05,1,EQ,NSE,NSE
1964033,7672,IMAGICAA,IMAGICAAWORLD ENT,0,,0,0.01,1,EQ,NSE,NSE
1965825,7679,MONARCH,MONARCH NETWORTH CAP,0,,0,0.05,1,EQ,NSE,NSE
1991681,7780,BCONCEPTS,BRAND CONCEPTS,0,,0,0.05,1,EQ,NSE,NSE
1994497,7791,UNIINFO,UNIINFO TELECOM SERVI,0,,0,0.01,1,EQ,NSE,NSE
2005761,7835,WEL,WONDER ELECTRICALS,0,,0,0.01,1,EQ,NSE,NSE
2009857,7851,RAMCOSYS,RAMCO SYSTEMS,0,,0,0.05,1,EQ,NSE,NSE
2010113,7852,INOXWIND,INOX WIND,0,,0,0.01,1,EQ,NSE,NSE
2012673,7862,GEPIL,GE POWER INDIA,0,,0,0.05,1,EQ,NSE,NSE
2022913,7902,LFIC,LAKSHMI FIN IND CORP,0,,0,0.01,1,EQ,NSE,NSE
2029313,7927,AGSTRA,AGS TRANSACT TECH,0,,0,0.01,1,EQ,NSE,NSE
2029825,7929,ZYDUSLIFE,ZYDUS LIFESCIENCES,0,,0,0.05,1,EQ,NSE,NSE
2031617,7936,AVANTIFEED,AVANTI FEEDS,0,,0,0.05,1,EQ,NSE,NSE
2039041,7965,MALLCOM,MALLCOM (INDIA),0,,0,0.05,1,EQ,NSE,NSE
2043393,7982,GRWRHITECH,GARWARE HI-TECH FILMS,0,,0,0.05,1,EQ,NSE,NSE
2048769,8003,SILVER,BIRLASLAMC - SILVER,0,,0,0.01,1,EQ,NSE,NSE
2054145,8024,CINEVISTA,CINEVISTA,0,,0,0.01,1,EQ,NSE,NSE
2060801,8050,MAHLIFE,MAHINDRA LIFESPACE DEVLTD,0,,0,0.05,1,EQ,NSE,NSE
2061825,8054,KTKBANK,KARNATAKA BANK,0,,0,0.01,1,EQ,NSE,NSE
2067201,8075,DALBHARAT,DALMIA BHARAT,0,,0,0.05,1,EQ,NSE,NSE
2067713,8077,MIDCAP,KOTAKMAMC - KOTAKMID50,0,,0,0.01,1,EQ,NSE,NSE
2069249,8083,CROWN,CROWN LIFTERS,0,,0,0.01,1,EQ,NSE,NSE
2076161,8110,AWL,ADANI WILMAR,0,,0,0.05,1,EQ,NSE,NSE
2078465,8119,RPSGVENT,RPSG VENTURES,0,,0,0.05,1,EQ,NSE,NSE
2079745,8124,AJANTPHARM,AJANTA PHARMA,0,,0,0.05,1,EQ,NSE,NSE
2081793,8132,BLBLIMITED,BLB,0,,0,0.01,1,EQ,NSE,NSE
2085377,8146,DEVIT,DEV INFO TECHNOLOGY,0,,0,0.01,1,EQ,NSE,NSE
2087169,8153,MEGASTAR,MEGASTAR FOODS,0,,0,0.01,1,EQ,NSE,NSE
2088705,8159,FIBERWEB,FIBERWEB INDIA,0,,0,0.01,1,EQ,NSE,NSE
2089729,8163,SPENCERS,SPENCER S RETAIL,0,,0,0.01,1,EQ,NSE,NSE
2090753,8167,MANYAVAR,VEDANT FASHIONS,0,,0,0.05,1,EQ,NSE,NSE
2092801,8175,SAGARDEEP,SAGARDEEP ALLOYS,0,,0,0.01,1,EQ,NSE,NSE
2094593,8182,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,0,,0,0.01,1,EQ,NSE,NSE
2125825,8304,PRITI,PRITI INTERNATIONAL,0,,0,0.01,1,EQ,NSE,NSE
2127617,8311,BLUESTARCO,BLUE STAR,0,,0,0.05,1,EQ,NSE,NSE
2135297,8341,CALSOFT,CALIFORNIA SOFTWARE CO LT,0,,0,0.01,1,EQ,NSE,NSE
2168065,8469,MITCON,MITCON CON & ENG SER,0,,0,0.01,1,EQ,NSE,NSE
2170113,8477,XELPMOC,XELPMOC DESIGN & TECH,0,,0,0.01,1,EQ,NSE,NSE
2170625,8479,TVSMOTOR,TVS MOTOR COMPANY ,0,,0,0.05,1,EQ,NSE,NSE
2178561,8510,GATEWAY,GATEWAY DISTRIPARKS,0,,0,0.01,1,EQ,NSE,NSE
2183425,8529,GMRP&UI,GMR POW AND URBAN INFRA L,0,,0,0.01,1,EQ,NSE,NSE
2187777,8546,CHALET,CHALET HOTELS,0,,0,0.05,1,EQ,NSE,NSE
2197761,8585,NLCINDIA,NLC INDIA,0,,0,0.01,1,EQ,NSE,NSE
2200577,8596,MSUMI,MOTHERSON SUMI WRNG IND L,0,,0,0.01,1,EQ,NSE,NSE
2205185,8614,INDOBORAX,INDO BORAX & CHEMICAL,0,,0,0.01,1,EQ,NSE,NSE
2209793,8632,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,0,,0,0.01,1,EQ,NSE,NSE
2215425,8654,MOLOWVOL,MOTILALAMC - MOLOWVOL,0,,0,0.01,1,EQ,NSE,NSE
2223873,8687,MUKTAARTS,MUKTA ARTS,0,,0,0.01,1,EQ,NSE,NSE
2226177,8696,VRLLOG,VRL LOGISTICS,0,,0,0.05,1,EQ,NSE,NSE
2236417,8736,PNBGILTS,PNB GILTS,0,,0,0.01,1,EQ,NSE,NSE
2252033,8797,OBCL,ORISSA BENGAL CARRIER,0,,0,0.01,1,EQ,NSE,NSE
2259201,8825,PRIVISCL,PRIVI SPECIALITY CHE,0,,0,0.05,1,EQ,NSE,NSE
2259969,8828,GAEL,GUJARAT AMBUJA EXPORTS LT,0,,0,0.01,1,EQ,NSE,NSE
2263041,8840,USHAMART,USHA MARTIN,0,,0,0.05,1,EQ,NSE,NSE
2263553,8842,UMAEXPORTS,UMA EXPORTS,0,,0,0.01,1,EQ,NSE,NSE
2269697,8866,CHOICEIN,CHOICE INTERNATIONAL,0,,0,0.05,1,EQ,NSE,NSE
2275841,8890,VERANDA,VERANDA LEARNING SOL,0,,0,0.01,1,EQ,NSE,NSE
2289665,8944,RITCO,RITCO LOGISTICS,0,,0,0.05,1,EQ,NSE,NSE
2291969,8953,ELDEHSG,ELDECO HSG & IND,0,,0,0.05,1,EQ,NSE,NSE
2292225,8954,TTML,TATA TELESERV(MAHARASTRA),0,,0,0.01,1,EQ,NSE,NSE
2294273,8962,HARDWYN,HARDWYN INDIA,0,,0,0.01,1,EQ,NSE,NSE
2295809,8968,HARIOMPIPE,HARIOM PIPE INDUSTRIES L,0,,0,0.05,1,EQ,NSE,NSE
2307585,9014,ANUP,THE ANUP ENGINEERING,0,,0,0.05,1,EQ,NSE,NSE
2313985,9039,UFO,UFO MOVIEZ INDIA,0,,0,0.01,1,EQ,NSE,NSE
2315777,9046,AGROPHOS,AGRO PHOS INDIA,0,,0,0.01,1,EQ,NSE,NSE
2316545,9049,ROTO,ROTO PUMPS,0,,0,0.05,1,EQ,NSE,NSE
2326273,9087,PIXTRANS,PIX TRANSMISSIONS,0,,0,0.05,1,EQ,NSE,NSE
2332417,9111,ARVINDFASN,ARVIND FASHIONS,0,,0,0.05,1,EQ,NSE,NSE
2333697,9116,INDOAMIN,INDO AMINES,0,,0,0.01,1,EQ,NSE,NSE
2333953,9117,TIPSMUSIC,TIPS MUSIC,0,,0,0.05,1,EQ,NSE,NSE
2347009,9168,UTISXN50,UTIAMC - UTISXN50,0,,0,0.01,1,EQ,NSE,NSE
2360065,9219,TPLPLASTEH,TPL PLASTECH,0,,0,0.01,1,EQ,NSE,NSE
2368769,9253,NILAINFRA,NILA INFRASTRUCTURES,0,,0,0.01,1,EQ,NSE,NSE
2370561,9260,ARROWGREEN,ARROW GREENTECH,0,,0,0.05,1,EQ,NSE,NSE
2382081,9305,STARTECK,STARTECK FINANCE,0,,0,0.05,1,EQ,NSE,NSE
2383105,9309,STLTECH,STERLITE TECHNOLOGIES,0,,0,0.01,1,EQ,NSE,NSE
2391553,9342,PNC,PRITISH NANDY COMMUNICATI,0,,0,0.01,1,EQ,NSE,NSE
2393089,9348,IOB,INDIAN OVERSEAS BANK,0,,0,0.01,1,EQ,NSE,NSE
2394625,9354,TAJGVK,TAJ GVK HOTELS & RESORTS,0,,0,0.05,1,EQ,NSE,NSE
2395137,9356,MSTCLTD,MSTC,0,,0,0.05,1,EQ,NSE,NSE
2396673,9362,CAMPUS,CAMPUS ACTIVEWEAR,0,,0,0.05,1,EQ,NSE,NSE
2402561,9385,PNCINFRA,PNC INFRATECH,0,,0,0.05,1,EQ,NSE,NSE
2408449,9408,RAINBOW,RAINBOW CHILDRENS MED,0,,0,0.05,1,EQ,NSE,NSE
2412033,9422,SILVERTUC,SILVER TOUCH TECHNO,0,,0,0.05,1,EQ,NSE,NSE
2413569,9428,SKIPPER,SKIPPER,0,,0,0.05,1,EQ,NSE,NSE
2426881,9480,LICI,LIFE INSURA CORP OF INDIA,0,,0,0.05,1,EQ,NSE,NSE
2441985,9539,SAKAR,SAKAR HEALTHCARE,0,,0,0.05,1,EQ,NSE,NSE
2445313,9552,RVNL,RAIL VIKAS NIGAM,0,,0,0.05,1,EQ,NSE,NSE
2445569,9553,PRUDENT,PRUDENT CORP ADV SER,0,,0,0.05,1,EQ,NSE,NSE
2451457,9576,MAHESHWARI,MAHESHWARI LOGISTICS,0,,0,0.01,1,EQ,NSE,NSE
2452737,9581,METROPOLIS,METROPOLIS HEALTHCARE,0,,0,0.05,1,EQ,NSE,NSE
2455041,9590,POLYCAB,POLYCAB INDIA,0,,0,0.05,1,EQ,NSE,NSE
2455553,9592,VENUSPIPES,VENUS PIPES & TUBES,0,,0,0.05,1,EQ,NSE,NSE
2457345,9599,DELHIVERY,DELHIVERY,0,,0,0.05,1,EQ,NSE,NSE
2461953,9617,SPLPETRO,SUPREME PETROCHEM,0,,0,0.05,1,EQ,NSE,NSE
2468097,9641,KHANDSE,KHANDWALA SECURITIES,0,,0,0.01,1,EQ,NSE,NSE
2470913,9652,RELCHEMQ,RELIANCE CHEMOTEX IND,0,,0,0.01,1,EQ,NSE,NSE
2474753,9667,MEDICO,MEDICO REMEDIES,0,,0,0.01,1,EQ,NSE,NSE
2475009,9668,HIKAL,HIKAL,0,,0,0.05,1,EQ,NSE,NSE
2477569,9678,SOUTHWEST,SOUTH WEST PINNACLE,0,,0,0.01,1,EQ,NSE,NSE
2478849,9683,KPITTECH,KPIT TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
2479361,9685,TRIDENT,TRIDENT,0,,0,0.01,1,EQ,NSE,NSE
2493697,9741,PARADEEP,PARADEEP PHOSPHATES,0,,0,0.01,1,EQ,NSE,NSE
2496001,9750,ETHOSLTD,ETHOS,0,,0,0.05,1,EQ,NSE,NSE
2497537,9756,EMUDHRA,EMUDHRA,0,,0,0.05,1,EQ,NSE,NSE
2511361,9810,AETHER,AETHER INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2513665,9819,HAVELLS,HAVELLS INDIA,0,,0,0.05,1,EQ,NSE,NSE
2524673,9862,WEWIN,WE WIN,0,,0,0.01,1,EQ,NSE,NSE
2529025,9879,CHEVIOT,CHEVIOT COMPANY,0,,0,0.05,1,EQ,NSE,NSE
2533633,9897,AIRAN,AIRAN,0,,0,0.01,1,EQ,NSE,NSE
2534913,9902,AXITA,AXITA COTTON,0,,0,0.01,1,EQ,NSE,NSE
2538753,9917,NEOGEN,NEOGEN CHEMICALS,0,,0,0.05,1,EQ,NSE,NSE
2539777,9921,ALANKIT,ALANKIT,0,,0,0.01,1,EQ,NSE,NSE
2542337,9931,VIKASLIFE,VIKAS LIFECARE,0,,0,0.01,1,EQ,NSE,NSE
2544385,9939,ONEPOINT,ONE POINT ONE SOL,0,,0,0.01,1,EQ,NSE,NSE
2578945,10074,EMAMIPAP,EMAMI PAPER MILLS,0,,0,0.01,1,EQ,NSE,NSE
2585345,10099,GODREJCP,GODREJ CONSUMER PRODUCTS,0,,0,0.05,1,EQ,NSE,NSE
2600705,10159,ORICONENT,ORICON ENTERPRISES,0,,0,0.01,1,EQ,NSE,NSE
2606337,10181,BALKRISHNA,BALKRISHNA PAPER MILLS L,0,,0,0.01,1,EQ,NSE,NSE
2608129,10188,SHYAMCENT,SHYAM CENTURY FERROUS,0,,0,0.01,1,EQ,NSE,NSE
2615553,10217,ADANIENSOL,ADANI ENERGY SOLUTION,0,,0,0.05,1,EQ,NSE,NSE
2618113,10227,MANORAMA,MANORAMA INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2620929,10238,CONFIPET,CONFIDENCE PETRO IND,0,,0,0.01,1,EQ,NSE,NSE
2622209,10243,SYNGENE,SYNGENE INTERNATIONAL,0,,0,0.05,1,EQ,NSE,NSE
2630913,10277,NGLFINE,NGL FINE CHEM,0,,0,0.05,1,EQ,NSE,NSE
2632961,10285,AYMSYNTEX,AYM SYNTEX,0,,0,0.01,1,EQ,NSE,NSE
2636033,10297,PPL,PRAKASH PIPES,0,,0,0.05,1,EQ,NSE,NSE
2636801,10300,RAMASTEEL,RAMA STEEL TUBES,0,,0,0.01,1,EQ,NSE,NSE
2639361,10310,AURUM,AURUM PROPTECH,0,,0,0.01,1,EQ,NSE,NSE
2647809,10343,RADHIKAJWE,RADHIKA JEWELTECH,0,,0,0.01,1,EQ,NSE,NSE
2649601,10350,CSLFINANCE,CSL FINANCE,0,,0,0.05,1,EQ,NSE,NSE
2661633,10397,JISLJALEQS,JAIN IRRIGATION SYSTEMS,0,,0,0.01,1,EQ,NSE,NSE
2663937,10406,STEELCITY,STEEL CITY SECURITIES,0,,0,0.01,1,EQ,NSE,NSE
2664193,10407,KSHITIJPOL,KSHITIJ POLYLINE,0,,0,0.01,1,EQ,NSE,NSE
2666241,10415,MUTHOOTCAP,MUTHOOT CAP SERV,0,,0,0.05,1,EQ,NSE,NSE
2666753,10417,DYCL,DYNAMIC CABLES,0,,0,0.05,1,EQ,NSE,NSE
2672641,10440,LUPIN,LUPIN,0,,0,0.05,1,EQ,NSE,NSE
2674433,10447,UNITDSPR,UNITED SPIRITS,0,,0,0.05,1,EQ,NSE,NSE
2675969,10453,SATIN,SATIN CREDIT NET,0,,0,0.01,1,EQ,NSE,NSE
2676993,10457,ARVSMART,ARVIND SMARTSPACES,0,,0,0.05,1,EQ,NSE,NSE
2681089,10473,POWERMECH,POWER MECH PROJECTS,0,,0,0.05,1,EQ,NSE,NSE
2684161,10485,RAMRAT,RAM RATNA WIRES,0,,0,0.05,1,EQ,NSE,NSE
2690049,10508,MOHEALTH,MOTILALAMC - MOHEALTH,0,,0,0.01,1,EQ,NSE,NSE
2691073,10512,CONS,KOTAKMAMC - KOTAKCONS,0,,0,0.01,1,EQ,NSE,NSE
2695681,10530,SHARDAMOTR,SHARDA MOTOR INDS,0,,0,0.05,1,EQ,NSE,NSE
2702593,10557,NAVKARCORP,NAVKAR CORPORATION,0,,0,0.01,1,EQ,NSE,NSE
2705409,10568,RAMAPHO,RAMA PHOSPHATES,0,,0,0.01,1,EQ,NSE,NSE
2707713,10577,KRBL,KRBL,0,,0,0.05,1,EQ,NSE,NSE
2707969,10578,MPSLTD,MPS,0,,0,0.05,1,EQ,NSE,NSE
2708225,10579,MARKSANS,MARKSANS PHARMA,0,,0,0.05,1,EQ,NSE,NSE
2708481,10580,TCI,TRANSPORT CORPN OF INDIA,0,,0,0.05,1,EQ,NSE,NSE
2710529,10588,SHREEPUSHK,SHRE PUSH CHEM & FERT,0,,0,0.05,1,EQ,NSE,NSE
2713345,10599,GUJGASLTD,GUJARAT GAS,0,,0,0.05,1,EQ,NSE,NSE
2714625,10604,BHARTIARTL,BHARTI AIRTEL,0,,0,0.05,1,EQ,NSE,NSE
2718209,10618,SADBHIN,SADBHAV INFRA PROJ,0,,0,0.01,1,EQ,NSE,NSE
2718465,10619,HDFCNEXT50,HDFCAMC - HDFCNEXT50,0,,0,0.01,1,EQ,NSE,NSE
2722049,10633,HDFCNIF100,HDFCAMC - HDFCNIF100,0,,0,0.01,1,EQ,NSE,NSE
2722305,10634,ASAL,AUTOMOTIVE STAMPINGS & AS,0,,0,0.05,1,EQ,NSE,NSE
2723073,10637,OLECTRA,OLECTRA GREENTECH,0,,0,0.05,1,EQ,NSE,NSE
2729217,10661,PONNIERODE,PONNIE SUGARS (ERODE),0,,0,0.05,1,EQ,NSE,NSE
2730497,10666,PNB,PUNJAB NATIONAL BANK,0,,0,0.01,1,EQ,NSE,NSE
2733057,10676,MNC,KOTAKMAMC - KOTAKMNC,0,,0,0.01,1,EQ,NSE,NSE
2737409,10693,MOMENTUM,BIRLASLAMC - MOMENTUM,0,,0,0.01,1,EQ,NSE,NSE
2739201,10700,SURANAT&P,SURANA TELECOM AND POW LT,0,,0,0.01,1,EQ,NSE,NSE
2745857,10726,INDIAMART,INDIAMART INTERMESH,0,,0,0.05,1,EQ,NSE,NSE
2747649,10733,SPORTKING,SPORTKING INDIA,0,,0,0.01,1,EQ,NSE,NSE
2748929,10738,OFSS,ORACLE FIN SERV SOFT,0,,0,0.05,1,EQ,NSE,NSE
2752769,10753,UNIONBANK,UNION BANK OF INDIA,0,,0,0.01,1,EQ,NSE,NSE
2753281,10755,APTECHT,APTECH,0,,0,0.01,1,EQ,NSE,NSE
2756609,10768,OAL,ORIENTAL AROMATICS,0,,0,0.05,1,EQ,NSE,NSE
2762497,10791,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,0,,0,0.05,1,EQ,NSE,NSE
2763009,10793,SYRMA,SYRMA SGS TECHNOLOGY,0,,0,0.05,1,EQ,NSE,NSE
2763265,10794,CANBK,CANARA BANK,0,,0,0.01,1,EQ,NSE,NSE
2770433,10822,MOQUALITY,MOTILALAMC - MOQUALITY,0,,0,0.01,1,EQ,NSE,NSE
2771201,10825,MOVALUE,MOTILALAMC - MOVALUE,0,,0,0.01,1,EQ,NSE,NSE
2779905,10859,DREAMFOLKS,DREAMFOLKS SERVICES,0,,0,0.05,1,EQ,NSE,NSE
2781441,10865,GVPTECH,GVP INFOTECH,0,,0,0.01,1,EQ,NSE,NSE
2782977,10871,GRMOVER,GRM OVERSEAS,0,,0,0.01,1,EQ,NSE,NSE
2784257,10876,HDFCSILVER,HDFCAMC - HDFCSILVER,0,,0,0.01,1,EQ,NSE,NSE
2788609,10893,DBOL,DHAMPUR BIO ORGANICS,0,,0,0.01,1,EQ,NSE,NSE
2791681,10905,GENESYS,GENESYS INTL CORPN,0,,0,0.05,1,EQ,NSE,NSE
2796033,10922,OMAXAUTO,OMAX AUTOS,0,,0,0.01,1,EQ,NSE,NSE
2796801,10925,GODREJIND,GODREJ INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2800641,10940,DIVISLAB,DIVI S LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE
2801921,10945,TMB,TAMILNAD MERCA BANK,0,,0,0.05,1,EQ,NSE,NSE
2802689,10948,STCINDIA,THE STATE TRADING CORPN,0,,0,0.01,1,EQ,NSE,NSE
